,n,L,total_attempts,total_successes,total_collisions,collision_rate,success_rate,throughput,per_node
305,4,6,1358,1030,328,0.24153166421207659,0.7584683357879234,0.618,"[{'tx': 353, 'success': 279, 'collisions': 74}, {'tx': 348, 'success': 264, 'collisions': 84}, {'tx': 323, 'success': 240, 'collisions': 83}, {'tx': 334, 'success': 247, 'collisions': 87}]"
306,4,7,1229,923,306,0.24898291293734745,0.7510170870626526,0.6461,"[{'tx': 269, 'success': 193, 'collisions': 76}, {'tx': 331, 'success': 250, 'collisions': 81}, {'tx': 304, 'success': 226, 'collisions': 78}, {'tx': 325, 'success': 254, 'collisions': 71}]"
307,4,8,1086,850,236,0.21731123388581952,0.7826887661141805,0.68,"[{'tx': 253, 'success': 188, 'collisions': 65}, {'tx': 247, 'success': 183, 'collisions': 64}, {'tx': 298, 'success': 235, 'collisions': 63}, {'tx': 288, 'success': 244, 'collisions': 44}]"
308,4,9,1011,765,246,0.2433234421364985,0.7566765578635015,0.6885,"[{'tx': 253, 'success': 193, 'collisions': 60}, {'tx': 232, 'success': 173, 'collisions': 59}, {'tx': 279, 'success': 218, 'collisions': 61}, {'tx': 247, 'success': 181, 'collisions': 66}]"
309,4,10,905,697,208,0.22983425414364642,0.7701657458563536,0.697,"[{'tx': 262, 'success': 211, 'collisions': 51}, {'tx': 183, 'success': 136, 'collisions': 47}, {'tx': 239, 'success': 181, 'collisions': 58}, {'tx': 221, 'success': 169, 'collisions': 52}]"
310,4,11,856,651,205,0.23948598130841123,0.7605140186915887,0.7161,"[{'tx': 201, 'success': 147, 'collisions': 54}, {'tx': 196, 'success': 150, 'collisions': 46}, {'tx': 233, 'success': 181, 'collisions': 52}, {'tx': 226, 'success': 173, 'collisions': 53}]"
311,4,12,791,590,201,0.25410872313527183,0.7458912768647282,0.708,"[{'tx': 209, 'success': 154, 'collisions': 55}, {'tx': 205, 'success': 159, 'collisions': 46}, {'tx': 210, 'success': 154, 'collisions': 56}, {'tx': 167, 'success': 123, 'collisions': 44}]"
312,4,13,749,569,180,0.24032042723631508,0.7596795727636849,0.7397,"[{'tx': 201, 'success': 165, 'collisions': 36}, {'tx': 187, 'success': 142, 'collisions': 45}, {'tx': 180, 'success': 132, 'collisions': 48}, {'tx': 181, 'success': 130, 'collisions': 51}]"
313,4,14,703,540,163,0.23186344238975817,0.7681365576102418,0.756,"[{'tx': 176, 'success': 131, 'collisions': 45}, {'tx': 180, 'success': 138, 'collisions': 42}, {'tx': 174, 'success': 140, 'collisions': 34}, {'tx': 173, 'success': 131, 'collisions': 42}]"
314,4,15,664,498,166,0.25,0.75,0.747,"[{'tx': 175, 'success': 134, 'collisions': 41}, {'tx': 152, 'success': 110, 'collisions': 42}, {'tx': 162, 'success': 121, 'collisions': 41}, {'tx': 175, 'success': 133, 'collisions': 42}]"
315,4,16,602,483,119,0.19767441860465115,0.8023255813953488,0.7728,"[{'tx': 173, 'success': 139, 'collisions': 34}, {'tx': 168, 'success': 137, 'collisions': 31}, {'tx': 177, 'success': 148, 'collisions': 29}, {'tx': 84, 'success': 59, 'collisions': 25}]"
316,4,17,595,460,135,0.226890756302521,0.773109243697479,0.782,"[{'tx': 150, 'success': 116, 'collisions': 34}, {'tx': 134, 'success': 95, 'collisions': 39}, {'tx': 160, 'success': 129, 'collisions': 31}, {'tx': 151, 'success': 120, 'collisions': 31}]"
317,4,18,561,425,136,0.24242424242424243,0.7575757575757576,0.765,"[{'tx': 141, 'success': 105, 'collisions': 36}, {'tx': 132, 'success': 104, 'collisions': 28}, {'tx': 139, 'success': 103, 'collisions': 36}, {'tx': 149, 'success': 113, 'collisions': 36}]"
318,4,19,533,392,141,0.26454033771106944,0.7354596622889306,0.7448,"[{'tx': 116, 'success': 78, 'collisions': 38}, {'tx': 154, 'success': 121, 'collisions': 33}, {'tx': 122, 'success': 87, 'collisions': 35}, {'tx': 141, 'success': 106, 'collisions': 35}]"
319,4,20,512,380,132,0.2578125,0.7421875,0.76,"[{'tx': 128, 'success': 97, 'collisions': 31}, {'tx': 139, 'success': 106, 'collisions': 33}, {'tx': 146, 'success': 106, 'collisions': 40}, {'tx': 99, 'success': 71, 'collisions': 28}]"
320,4,21,475,380,95,0.2,0.8,0.798,"[{'tx': 130, 'success': 112, 'collisions': 18}, {'tx': 50, 'success': 31, 'collisions': 19}, {'tx': 146, 'success': 120, 'collisions': 26}, {'tx': 149, 'success': 117, 'collisions': 32}]"
321,4,22,471,354,117,0.2484076433121019,0.7515923566878981,0.7788,"[{'tx': 122, 'success': 92, 'collisions': 30}, {'tx': 109, 'success': 80, 'collisions': 29}, {'tx': 127, 'success': 98, 'collisions': 29}, {'tx': 113, 'success': 84, 'collisions': 29}]"
322,4,23,454,339,115,0.2533039647577093,0.7466960352422908,0.7797,"[{'tx': 111, 'success': 82, 'collisions': 29}, {'tx': 114, 'success': 82, 'collisions': 32}, {'tx': 114, 'success': 86, 'collisions': 28}, {'tx': 115, 'success': 89, 'collisions': 26}]"
323,4,24,428,327,101,0.23598130841121495,0.764018691588785,0.7848,"[{'tx': 102, 'success': 77, 'collisions': 25}, {'tx': 115, 'success': 89, 'collisions': 26}, {'tx': 118, 'success': 93, 'collisions': 25}, {'tx': 93, 'success': 68, 'collisions': 25}]"
324,4,25,426,299,127,0.2981220657276995,0.7018779342723005,0.7475,"[{'tx': 104, 'success': 72, 'collisions': 32}, {'tx': 115, 'success': 80, 'collisions': 35}, {'tx': 112, 'success': 84, 'collisions': 28}, {'tx': 95, 'success': 63, 'collisions': 32}]"
325,4,26,401,311,90,0.22443890274314215,0.7755610972568578,0.8086,"[{'tx': 91, 'success': 65, 'collisions': 26}, {'tx': 105, 'success': 85, 'collisions': 20}, {'tx': 92, 'success': 69, 'collisions': 23}, {'tx': 113, 'success': 92, 'collisions': 21}]"
326,4,27,392,290,102,0.2602040816326531,0.7397959183673469,0.783,"[{'tx': 99, 'success': 76, 'collisions': 23}, {'tx': 92, 'success': 67, 'collisions': 25}, {'tx': 93, 'success': 69, 'collisions': 24}, {'tx': 108, 'success': 78, 'collisions': 30}]"
327,4,28,369,284,85,0.23035230352303523,0.7696476964769647,0.7952,"[{'tx': 48, 'success': 35, 'collisions': 13}, {'tx': 110, 'success': 85, 'collisions': 25}, {'tx': 108, 'success': 87, 'collisions': 21}, {'tx': 103, 'success': 77, 'collisions': 26}]"
328,4,29,363,276,87,0.2396694214876033,0.7603305785123967,0.8004,"[{'tx': 88, 'success': 65, 'collisions': 23}, {'tx': 93, 'success': 71, 'collisions': 22}, {'tx': 84, 'success': 65, 'collisions': 19}, {'tx': 98, 'success': 75, 'collisions': 23}]"
329,4,30,354,262,92,0.2598870056497175,0.7401129943502824,0.786,"[{'tx': 110, 'success': 87, 'collisions': 23}, {'tx': 88, 'success': 65, 'collisions': 23}, {'tx': 68, 'success': 46, 'collisions': 22}, {'tx': 88, 'success': 64, 'collisions': 24}]"
330,4,31,349,253,96,0.27507163323782235,0.7249283667621776,0.7843,"[{'tx': 93, 'success': 66, 'collisions': 27}, {'tx': 63, 'success': 41, 'collisions': 22}, {'tx': 93, 'success': 68, 'collisions': 25}, {'tx': 100, 'success': 78, 'collisions': 22}]"
331,4,32,327,259,68,0.20795107033639143,0.7920489296636085,0.8288,"[{'tx': 78, 'success': 64, 'collisions': 14}, {'tx': 75, 'success': 57, 'collisions': 18}, {'tx': 93, 'success': 71, 'collisions': 22}, {'tx': 81, 'success': 67, 'collisions': 14}]"
332,4,33,326,241,85,0.2607361963190184,0.7392638036809815,0.7953,"[{'tx': 69, 'success': 51, 'collisions': 18}, {'tx': 67, 'success': 48, 'collisions': 19}, {'tx': 99, 'success': 74, 'collisions': 25}, {'tx': 91, 'success': 68, 'collisions': 23}]"
333,4,34,310,248,62,0.2,0.8,0.8432,"[{'tx': 86, 'success': 75, 'collisions': 11}, {'tx': 89, 'success': 75, 'collisions': 14}, {'tx': 66, 'success': 48, 'collisions': 18}, {'tx': 69, 'success': 50, 'collisions': 19}]"
334,4,35,309,231,78,0.2524271844660194,0.7475728155339806,0.8085,"[{'tx': 70, 'success': 47, 'collisions': 23}, {'tx': 81, 'success': 63, 'collisions': 18}, {'tx': 61, 'success': 42, 'collisions': 19}, {'tx': 97, 'success': 79, 'collisions': 18}]"
335,4,36,301,224,77,0.2558139534883721,0.7441860465116279,0.8064,"[{'tx': 97, 'success': 75, 'collisions': 22}, {'tx': 78, 'success': 56, 'collisions': 22}, {'tx': 50, 'success': 32, 'collisions': 18}, {'tx': 76, 'success': 61, 'collisions': 15}]"
336,4,37,286,224,62,0.21678321678321677,0.7832167832167832,0.8288,"[{'tx': 82, 'success': 60, 'collisions': 22}, {'tx': 37, 'success': 31, 'collisions': 6}, {'tx': 86, 'success': 67, 'collisions': 19}, {'tx': 81, 'success': 66, 'collisions': 15}]"
337,4,38,282,216,66,0.23404255319148937,0.7659574468085106,0.8208,"[{'tx': 73, 'success': 56, 'collisions': 17}, {'tx': 71, 'success': 52, 'collisions': 19}, {'tx': 71, 'success': 55, 'collisions': 16}, {'tx': 67, 'success': 53, 'collisions': 14}]"
338,4,39,274,212,62,0.22627737226277372,0.7737226277372263,0.8268,"[{'tx': 60, 'success': 46, 'collisions': 14}, {'tx': 70, 'success': 55, 'collisions': 15}, {'tx': 71, 'success': 52, 'collisions': 19}, {'tx': 73, 'success': 59, 'collisions': 14}]"
339,4,40,268,204,64,0.23880597014925373,0.7611940298507462,0.816,"[{'tx': 71, 'success': 57, 'collisions': 14}, {'tx': 72, 'success': 54, 'collisions': 18}, {'tx': 54, 'success': 38, 'collisions': 16}, {'tx': 71, 'success': 55, 'collisions': 16}]"
340,4,41,256,210,46,0.1796875,0.8203125,0.861,"[{'tx': 74, 'success': 64, 'collisions': 10}, {'tx': 64, 'success': 50, 'collisions': 14}, {'tx': 59, 'success': 49, 'collisions': 10}, {'tx': 59, 'success': 47, 'collisions': 12}]"
341,4,42,256,199,57,0.22265625,0.77734375,0.8358,"[{'tx': 73, 'success': 62, 'collisions': 11}, {'tx': 62, 'success': 46, 'collisions': 16}, {'tx': 67, 'success': 52, 'collisions': 15}, {'tx': 54, 'success': 39, 'collisions': 15}]"
342,4,43,255,188,67,0.2627450980392157,0.7372549019607844,0.8084,"[{'tx': 59, 'success': 42, 'collisions': 17}, {'tx': 67, 'success': 51, 'collisions': 16}, {'tx': 60, 'success': 40, 'collisions': 20}, {'tx': 69, 'success': 55, 'collisions': 14}]"
343,4,44,246,191,55,0.22357723577235772,0.7764227642276422,0.8404,"[{'tx': 63, 'success': 46, 'collisions': 17}, {'tx': 62, 'success': 50, 'collisions': 12}, {'tx': 56, 'success': 43, 'collisions': 13}, {'tx': 65, 'success': 52, 'collisions': 13}]"
344,4,45,242,185,57,0.23553719008264462,0.7644628099173554,0.8325,"[{'tx': 57, 'success': 44, 'collisions': 13}, {'tx': 58, 'success': 41, 'collisions': 17}, {'tx': 66, 'success': 51, 'collisions': 15}, {'tx': 61, 'success': 49, 'collisions': 12}]"
345,4,46,238,180,58,0.24369747899159663,0.7563025210084033,0.828,"[{'tx': 54, 'success': 39, 'collisions': 15}, {'tx': 70, 'success': 55, 'collisions': 15}, {'tx': 54, 'success': 41, 'collisions': 13}, {'tx': 60, 'success': 45, 'collisions': 15}]"
346,4,47,235,170,65,0.2765957446808511,0.723404255319149,0.799,"[{'tx': 65, 'success': 44, 'collisions': 21}, {'tx': 55, 'success': 41, 'collisions': 14}, {'tx': 50, 'success': 37, 'collisions': 13}, {'tx': 65, 'success': 48, 'collisions': 17}]"
347,4,48,230,166,64,0.2782608695652174,0.7217391304347827,0.7968,"[{'tx': 52, 'success': 34, 'collisions': 18}, {'tx': 57, 'success': 41, 'collisions': 16}, {'tx': 63, 'success': 48, 'collisions': 15}, {'tx': 58, 'success': 43, 'collisions': 15}]"
348,4,49,222,168,54,0.24324324324324326,0.7567567567567568,0.8232,"[{'tx': 60, 'success': 47, 'collisions': 13}, {'tx': 54, 'success': 39, 'collisions': 15}, {'tx': 51, 'success': 37, 'collisions': 14}, {'tx': 57, 'success': 45, 'collisions': 12}]"
349,4,50,218,167,51,0.23394495412844038,0.7660550458715596,0.835,"[{'tx': 46, 'success': 32, 'collisions': 14}, {'tx': 49, 'success': 37, 'collisions': 12}, {'tx': 58, 'success': 42, 'collisions': 16}, {'tx': 65, 'success': 56, 'collisions': 9}]"
350,4,51,217,162,55,0.2534562211981567,0.7465437788018433,0.8262,"[{'tx': 59, 'success': 47, 'collisions': 12}, {'tx': 50, 'success': 35, 'collisions': 15}, {'tx': 54, 'success': 41, 'collisions': 13}, {'tx': 54, 'success': 39, 'collisions': 15}]"
351,4,52,209,162,47,0.22488038277511962,0.7751196172248804,0.8424,"[{'tx': 41, 'success': 30, 'collisions': 11}, {'tx': 57, 'success': 43, 'collisions': 14}, {'tx': 55, 'success': 44, 'collisions': 11}, {'tx': 56, 'success': 45, 'collisions': 11}]"
352,4,53,204,161,43,0.2107843137254902,0.7892156862745098,0.8533,"[{'tx': 51, 'success': 42, 'collisions': 9}, {'tx': 44, 'success': 34, 'collisions': 10}, {'tx': 49, 'success': 35, 'collisions': 14}, {'tx': 60, 'success': 50, 'collisions': 10}]"
353,4,54,204,157,47,0.23039215686274508,0.7696078431372549,0.8478,"[{'tx': 62, 'success': 46, 'collisions': 16}, {'tx': 39, 'success': 28, 'collisions': 11}, {'tx': 48, 'success': 36, 'collisions': 12}, {'tx': 55, 'success': 47, 'collisions': 8}]"
354,4,55,208,150,58,0.27884615384615385,0.7211538461538461,0.825,"[{'tx': 52, 'success': 37, 'collisions': 15}, {'tx': 49, 'success': 31, 'collisions': 18}, {'tx': 49, 'success': 35, 'collisions': 14}, {'tx': 58, 'success': 47, 'collisions': 11}]"
355,4,56,197,144,53,0.26903553299492383,0.7309644670050761,0.8064,"[{'tx': 56, 'success': 41, 'collisions': 15}, {'tx': 48, 'success': 35, 'collisions': 13}, {'tx': 61, 'success': 46, 'collisions': 15}, {'tx': 32, 'success': 22, 'collisions': 10}]"
356,4,57,194,149,45,0.23195876288659795,0.7680412371134021,0.8493,"[{'tx': 48, 'success': 37, 'collisions': 11}, {'tx': 44, 'success': 32, 'collisions': 12}, {'tx': 55, 'success': 40, 'collisions': 15}, {'tx': 47, 'success': 40, 'collisions': 7}]"
357,4,58,194,140,54,0.27835051546391754,0.7216494845360825,0.812,"[{'tx': 41, 'success': 25, 'collisions': 16}, {'tx': 48, 'success': 37, 'collisions': 11}, {'tx': 59, 'success': 48, 'collisions': 11}, {'tx': 46, 'success': 30, 'collisions': 16}]"
358,4,59,184,144,40,0.21739130434782608,0.782608695652174,0.8496,"[{'tx': 47, 'success': 38, 'collisions': 9}, {'tx': 47, 'success': 34, 'collisions': 13}, {'tx': 49, 'success': 42, 'collisions': 7}, {'tx': 41, 'success': 30, 'collisions': 11}]"
359,4,60,185,141,44,0.23783783783783785,0.7621621621621621,0.846,"[{'tx': 58, 'success': 49, 'collisions': 9}, {'tx': 48, 'success': 33, 'collisions': 15}, {'tx': 45, 'success': 35, 'collisions': 10}, {'tx': 34, 'success': 24, 'collisions': 10}]"
360,4,61,181,138,43,0.23756906077348067,0.7624309392265194,0.8418,"[{'tx': 50, 'success': 37, 'collisions': 13}, {'tx': 46, 'success': 38, 'collisions': 8}, {'tx': 42, 'success': 32, 'collisions': 10}, {'tx': 43, 'success': 31, 'collisions': 12}]"
361,4,62,173,142,31,0.1791907514450867,0.8208092485549133,0.8804,"[{'tx': 45, 'success': 41, 'collisions': 4}, {'tx': 36, 'success': 25, 'collisions': 11}, {'tx': 49, 'success': 45, 'collisions': 4}, {'tx': 43, 'success': 31, 'collisions': 12}]"
362,4,63,175,130,45,0.2571428571428571,0.7428571428571429,0.819,"[{'tx': 41, 'success': 30, 'collisions': 11}, {'tx': 61, 'success': 50, 'collisions': 11}, {'tx': 21, 'success': 12, 'collisions': 9}, {'tx': 52, 'success': 38, 'collisions': 14}]"
363,4,64,177,127,50,0.2824858757062147,0.7175141242937854,0.8128,"[{'tx': 34, 'success': 20, 'collisions': 14}, {'tx': 44, 'success': 30, 'collisions': 14}, {'tx': 48, 'success': 34, 'collisions': 14}, {'tx': 51, 'success': 43, 'collisions': 8}]"
364,4,65,164,135,29,0.17682926829268292,0.823170731707317,0.8775,"[{'tx': 42, 'success': 35, 'collisions': 7}, {'tx': 32, 'success': 22, 'collisions': 10}, {'tx': 45, 'success': 39, 'collisions': 6}, {'tx': 45, 'success': 39, 'collisions': 6}]"
365,4,66,160,134,26,0.1625,0.8375,0.8844,"[{'tx': 44, 'success': 39, 'collisions': 5}, {'tx': 36, 'success': 31, 'collisions': 5}, {'tx': 34, 'success': 28, 'collisions': 6}, {'tx': 46, 'success': 36, 'collisions': 10}]"
366,4,67,165,126,39,0.23636363636363636,0.7636363636363637,0.8442,"[{'tx': 42, 'success': 31, 'collisions': 11}, {'tx': 36, 'success': 29, 'collisions': 7}, {'tx': 46, 'success': 36, 'collisions': 10}, {'tx': 41, 'success': 30, 'collisions': 11}]"
367,4,68,167,119,48,0.2874251497005988,0.7125748502994012,0.8092,"[{'tx': 45, 'success': 33, 'collisions': 12}, {'tx': 41, 'success': 29, 'collisions': 12}, {'tx': 41, 'success': 29, 'collisions': 12}, {'tx': 40, 'success': 28, 'collisions': 12}]"
368,4,69,158,125,33,0.2088607594936709,0.7911392405063291,0.8625,"[{'tx': 34, 'success': 27, 'collisions': 7}, {'tx': 37, 'success': 27, 'collisions': 10}, {'tx': 48, 'success': 42, 'collisions': 6}, {'tx': 39, 'success': 29, 'collisions': 10}]"
369,4,70,155,123,32,0.2064516129032258,0.7935483870967742,0.861,"[{'tx': 35, 'success': 25, 'collisions': 10}, {'tx': 42, 'success': 35, 'collisions': 7}, {'tx': 37, 'success': 28, 'collisions': 9}, {'tx': 41, 'success': 35, 'collisions': 6}]"
370,4,71,158,115,43,0.2721518987341772,0.7278481012658228,0.8165,"[{'tx': 20, 'success': 11, 'collisions': 9}, {'tx': 51, 'success': 41, 'collisions': 10}, {'tx': 38, 'success': 27, 'collisions': 11}, {'tx': 49, 'success': 36, 'collisions': 13}]"
371,4,72,153,121,32,0.20915032679738563,0.7908496732026143,0.8712,"[{'tx': 28, 'success': 19, 'collisions': 9}, {'tx': 37, 'success': 30, 'collisions': 7}, {'tx': 44, 'success': 34, 'collisions': 10}, {'tx': 44, 'success': 38, 'collisions': 6}]"
372,4,73,149,120,29,0.19463087248322147,0.8053691275167785,0.876,"[{'tx': 36, 'success': 28, 'collisions': 8}, {'tx': 37, 'success': 31, 'collisions': 6}, {'tx': 39, 'success': 32, 'collisions': 7}, {'tx': 37, 'success': 29, 'collisions': 8}]"
373,4,74,150,116,34,0.22666666666666666,0.7733333333333333,0.8584,"[{'tx': 38, 'success': 31, 'collisions': 7}, {'tx': 44, 'success': 32, 'collisions': 12}, {'tx': 32, 'success': 25, 'collisions': 7}, {'tx': 36, 'success': 28, 'collisions': 8}]"
374,4,75,146,114,32,0.2191780821917808,0.7808219178082192,0.855,"[{'tx': 35, 'success': 28, 'collisions': 7}, {'tx': 26, 'success': 18, 'collisions': 8}, {'tx': 43, 'success': 35, 'collisions': 8}, {'tx': 42, 'success': 33, 'collisions': 9}]"
375,4,76,144,115,29,0.2013888888888889,0.7986111111111112,0.874,"[{'tx': 36, 'success': 28, 'collisions': 8}, {'tx': 33, 'success': 26, 'collisions': 7}, {'tx': 32, 'success': 25, 'collisions': 7}, {'tx': 43, 'success': 36, 'collisions': 7}]"
376,4,77,146,108,38,0.2602739726027397,0.7397260273972602,0.8316,"[{'tx': 20, 'success': 13, 'collisions': 7}, {'tx': 44, 'success': 34, 'collisions': 10}, {'tx': 48, 'success': 39, 'collisions': 9}, {'tx': 34, 'success': 22, 'collisions': 12}]"
377,4,78,144,107,37,0.2569444444444444,0.7430555555555556,0.8346,"[{'tx': 42, 'success': 34, 'collisions': 8}, {'tx': 39, 'success': 28, 'collisions': 11}, {'tx': 38, 'success': 28, 'collisions': 10}, {'tx': 25, 'success': 17, 'collisions': 8}]"
378,4,79,138,108,30,0.21739130434782608,0.782608695652174,0.8532,"[{'tx': 38, 'success': 31, 'collisions': 7}, {'tx': 45, 'success': 37, 'collisions': 8}, {'tx': 23, 'success': 16, 'collisions': 7}, {'tx': 32, 'success': 24, 'collisions': 8}]"
379,4,80,139,107,32,0.2302158273381295,0.7697841726618705,0.856,"[{'tx': 29, 'success': 21, 'collisions': 8}, {'tx': 35, 'success': 27, 'collisions': 8}, {'tx': 36, 'success': 29, 'collisions': 7}, {'tx': 39, 'success': 30, 'collisions': 9}]"
380,4,81,136,104,32,0.23529411764705882,0.7647058823529411,0.8424,"[{'tx': 39, 'success': 30, 'collisions': 9}, {'tx': 44, 'success': 36, 'collisions': 8}, {'tx': 40, 'success': 29, 'collisions': 11}, {'tx': 13, 'success': 9, 'collisions': 4}]"
381,4,82,136,104,32,0.23529411764705882,0.7647058823529411,0.8528,"[{'tx': 26, 'success': 18, 'collisions': 8}, {'tx': 31, 'success': 23, 'collisions': 8}, {'tx': 33, 'success': 25, 'collisions': 8}, {'tx': 46, 'success': 38, 'collisions': 8}]"
382,4,83,133,104,29,0.21804511278195488,0.7819548872180451,0.8632,"[{'tx': 30, 'success': 24, 'collisions': 6}, {'tx': 35, 'success': 26, 'collisions': 9}, {'tx': 32, 'success': 25, 'collisions': 7}, {'tx': 36, 'success': 29, 'collisions': 7}]"
383,4,84,135,101,34,0.2518518518518518,0.7481481481481481,0.8484,"[{'tx': 36, 'success': 26, 'collisions': 10}, {'tx': 33, 'success': 26, 'collisions': 7}, {'tx': 30, 'success': 21, 'collisions': 9}, {'tx': 36, 'success': 28, 'collisions': 8}]"
384,4,85,131,99,32,0.24427480916030533,0.7557251908396947,0.8415,"[{'tx': 40, 'success': 30, 'collisions': 10}, {'tx': 17, 'success': 10, 'collisions': 7}, {'tx': 46, 'success': 37, 'collisions': 9}, {'tx': 28, 'success': 22, 'collisions': 6}]"
385,4,86,131,99,32,0.24427480916030533,0.7557251908396947,0.8514,"[{'tx': 39, 'success': 32, 'collisions': 7}, {'tx': 28, 'success': 20, 'collisions': 8}, {'tx': 30, 'success': 20, 'collisions': 10}, {'tx': 34, 'success': 27, 'collisions': 7}]"
386,4,87,126,98,28,0.2222222222222222,0.7777777777777778,0.8526,"[{'tx': 12, 'success': 4, 'collisions': 8}, {'tx': 40, 'success': 36, 'collisions': 4}, {'tx': 38, 'success': 30, 'collisions': 8}, {'tx': 36, 'success': 28, 'collisions': 8}]"
387,4,88,127,97,30,0.23622047244094488,0.7637795275590551,0.8536,"[{'tx': 38, 'success': 30, 'collisions': 8}, {'tx': 32, 'success': 23, 'collisions': 9}, {'tx': 30, 'success': 24, 'collisions': 6}, {'tx': 27, 'success': 20, 'collisions': 7}]"
388,4,89,125,96,29,0.232,0.768,0.8544,"[{'tx': 28, 'success': 20, 'collisions': 8}, {'tx': 28, 'success': 21, 'collisions': 7}, {'tx': 32, 'success': 25, 'collisions': 7}, {'tx': 37, 'success': 30, 'collisions': 7}]"
389,4,90,122,96,26,0.21311475409836064,0.7868852459016393,0.864,"[{'tx': 24, 'success': 15, 'collisions': 9}, {'tx': 31, 'success': 25, 'collisions': 6}, {'tx': 28, 'success': 22, 'collisions': 6}, {'tx': 39, 'success': 34, 'collisions': 5}]"
390,4,91,126,92,34,0.2698412698412698,0.7301587301587301,0.8372,"[{'tx': 35, 'success': 25, 'collisions': 10}, {'tx': 32, 'success': 22, 'collisions': 10}, {'tx': 28, 'success': 21, 'collisions': 7}, {'tx': 31, 'success': 24, 'collisions': 7}]"
391,4,92,122,93,29,0.23770491803278687,0.7622950819672131,0.8556,"[{'tx': 30, 'success': 23, 'collisions': 7}, {'tx': 27, 'success': 17, 'collisions': 10}, {'tx': 28, 'success': 21, 'collisions': 7}, {'tx': 37, 'success': 32, 'collisions': 5}]"
392,4,93,124,88,36,0.2903225806451613,0.7096774193548387,0.8184,"[{'tx': 35, 'success': 24, 'collisions': 11}, {'tx': 36, 'success': 29, 'collisions': 7}, {'tx': 33, 'success': 24, 'collisions': 9}, {'tx': 20, 'success': 11, 'collisions': 9}]"
393,4,94,118,91,27,0.2288135593220339,0.7711864406779662,0.8554,"[{'tx': 24, 'success': 17, 'collisions': 7}, {'tx': 34, 'success': 28, 'collisions': 6}, {'tx': 30, 'success': 23, 'collisions': 7}, {'tx': 30, 'success': 23, 'collisions': 7}]"
394,4,95,117,91,26,0.2222222222222222,0.7777777777777778,0.8645,"[{'tx': 34, 'success': 29, 'collisions': 5}, {'tx': 30, 'success': 23, 'collisions': 7}, {'tx': 20, 'success': 13, 'collisions': 7}, {'tx': 33, 'success': 26, 'collisions': 7}]"
395,4,96,117,87,30,0.2564102564102564,0.7435897435897436,0.8352,"[{'tx': 18, 'success': 11, 'collisions': 7}, {'tx': 37, 'success': 31, 'collisions': 6}, {'tx': 33, 'success': 25, 'collisions': 8}, {'tx': 29, 'success': 20, 'collisions': 9}]"
396,4,97,115,87,28,0.24347826086956523,0.7565217391304347,0.8439,"[{'tx': 32, 'success': 25, 'collisions': 7}, {'tx': 25, 'success': 14, 'collisions': 11}, {'tx': 19, 'success': 15, 'collisions': 4}, {'tx': 39, 'success': 33, 'collisions': 6}]"
397,4,98,117,81,36,0.3076923076923077,0.6923076923076923,0.7938,"[{'tx': 21, 'success': 14, 'collisions': 7}, {'tx': 36, 'success': 25, 'collisions': 11}, {'tx': 26, 'success': 17, 'collisions': 9}, {'tx': 34, 'success': 25, 'collisions': 9}]"
398,4,99,114,85,29,0.2543859649122807,0.7456140350877193,0.8415,"[{'tx': 35, 'success': 27, 'collisions': 8}, {'tx': 14, 'success': 9, 'collisions': 5}, {'tx': 29, 'success': 18, 'collisions': 11}, {'tx': 36, 'success': 31, 'collisions': 5}]"
399,4,100,114,83,31,0.2719298245614035,0.7280701754385965,0.83,"[{'tx': 29, 'success': 20, 'collisions': 9}, {'tx': 35, 'success': 31, 'collisions': 4}, {'tx': 25, 'success': 16, 'collisions': 9}, {'tx': 25, 'success': 16, 'collisions': 9}]"
400,5,1,3883,2793,1090,0.2807107906258048,0.7192892093741952,0.2793,"[{'tx': 735, 'success': 524, 'collisions': 211}, {'tx': 770, 'success': 551, 'collisions': 219}, {'tx': 833, 'success': 611, 'collisions': 222}, {'tx': 728, 'success': 519, 'collisions': 209}, {'tx': 817, 'success': 588, 'collisions': 229}]"
401,5,2,2875,2124,751,0.26121739130434785,0.7387826086956522,0.4248,"[{'tx': 610, 'success': 456, 'collisions': 154}, {'tx': 567, 'success': 434, 'collisions': 133}, {'tx': 538, 'success': 384, 'collisions': 154}, {'tx': 520, 'success': 373, 'collisions': 147}, {'tx': 640, 'success': 477, 'collisions': 163}]"
402,5,3,2279,1674,605,0.26546731022378234,0.7345326897762177,0.5022,"[{'tx': 291, 'success': 213, 'collisions': 78}, {'tx': 505, 'success': 376, 'collisions': 129}, {'tx': 469, 'success': 344, 'collisions': 125}, {'tx': 519, 'success': 382, 'collisions': 137}, {'tx': 495, 'success': 359, 'collisions': 136}]"
403,5,4,1968,1391,577,0.2931910569105691,0.7068089430894309,0.5564,"[{'tx': 405, 'success': 295, 'collisions': 110}, {'tx': 413, 'success': 285, 'collisions': 128}, {'tx': 335, 'success': 222, 'collisions': 113}, {'tx': 425, 'success': 311, 'collisions': 114}, {'tx': 390, 'success': 278, 'collisions': 112}]"
404,5,5,1639,1188,451,0.2751677852348993,0.7248322147651006,0.594,"[{'tx': 288, 'success': 199, 'collisions': 89}, {'tx': 276, 'success': 197, 'collisions': 79}, {'tx': 349, 'success': 258, 'collisions': 91}, {'tx': 369, 'success': 275, 'collisions': 94}, {'tx': 357, 'success': 259, 'collisions': 98}]"
